"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cmserver",,,,"User:","zhiyedan"
"Cmdline:","dstat -tcmnr --top-cpu --top-mem --output /home/zhiyedan/data/monitor/cmserver-2017-12-02.csv 60",,,,"Date:","02 Dec 2017 12:26:58 CST"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"io/total",,"most expensive","most expensive"
03-12 10:22:58,1.003,0.246,98.726,0.022,0.0,0.003,16351510528.0,455229440.0,18082439168.0,15671853056.0,10234.400,2296.0,0.0,3.617,java / 0%,java / 2681470976%
03-12 10:23:58,0.532,0.188,99.247,0.031,0.0,0.003,16349990912.0,455229440.0,18087952384.0,15667859456.0,11332.433,2757.233,0.0,4.850,java / 0%,java / 2681475072%
03-12 10:24:58,0.533,0.192,99.230,0.042,0.0,0.003,16350703616.0,455233536.0,18094620672.0,15660474368.0,11126.067,2354.667,0.0,5.600,java / 0%,java / 2681475072%
03-12 10:25:58,0.988,0.217,98.667,0.123,0.0,0.004,16352272384.0,455233536.0,18089078784.0,15664447488.0,11234.050,2706.567,0.0,13.900,java / 0%,java / 2681466880%
03-12 10:26:58,0.530,0.191,99.234,0.043,0.0,0.003,16350085120.0,455233536.0,18094850048.0,15660863488.0,11144.750,2274.017,0.0,4.783,java / 0%,java / 2681483264%
03-12 10:27:58,0.977,0.261,98.636,0.122,0.0,0.004,16351305728.0,455233536.0,18089619456.0,15664873472.0,11104.967,2335.167,0.0,14.0,java / 0%,java / 2681470976%
03-12 10:28:58,0.520,0.186,99.254,0.038,0.0,0.003,16350654464.0,455233536.0,18095517696.0,15659626496.0,11372.667,2764.467,0.0,4.350,java / 0%,java / 2681475072%
03-12 10:29:58,0.525,0.182,99.253,0.038,0.0,0.003,16350633984.0,455233536.0,18101301248.0,15653863424.0,11298.117,2753.133,0.0,7.800,java / 0%,java / 2681470976%
03-12 10:30:58,0.540,0.188,99.246,0.022,0.0,0.003,16351109120.0,455233536.0,18107273216.0,15647416320.0,11547.567,3171.800,0.0,3.817,java / 0%,java / 2681466880%
03-12 10:31:58,0.544,0.187,99.239,0.027,0.0,0.003,16350523392.0,455233536.0,18101039104.0,15654236160.0,11227.433,2749.700,0.0,3.900,java / 0%,java / 2681483264%
03-12 10:32:58,1.009,0.251,98.703,0.034,0.0,0.003,16351748096.0,455233536.0,18108555264.0,15645495296.0,11090.483,2343.317,0.0,4.500,java / 0%,java / 2681462784%
03-12 10:33:58,0.537,0.189,99.240,0.031,0.0,0.003,16349868032.0,455233536.0,18101305344.0,15654625280.0,11010.333,2301.867,0.0,4.200,java / 0%,java / 2681458688%
03-12 10:34:58,0.524,0.191,99.244,0.036,0.0,0.004,16350253056.0,455233536.0,18107465728.0,15648079872.0,11094.383,2303.017,0.0,5.150,java / 0%,java / 2681470976%
03-12 10:35:58,0.543,0.193,99.238,0.023,0.0,0.003,16349982720.0,455233536.0,18113318912.0,15642497024.0,11352.100,2705.850,0.0,3.983,java / 0%,java / 2681466880%
03-12 10:36:58,0.527,0.185,99.262,0.022,0.0,0.003,16353234944.0,455233536.0,18119217152.0,15633346560.0,11665.900,2775.567,0.0,3.650,java / 0%,java / 2681466880%
03-12 10:37:58,0.556,0.237,99.177,0.027,0.0,0.003,16352518144.0,455233536.0,18061471744.0,15691808768.0,11209.933,2738.167,0.017,3.717,java / 0%,java / 2681458688%
03-12 10:38:58,0.547,0.186,99.232,0.031,0.0,0.004,16353394688.0,455233536.0,18067509248.0,15684894720.0,11189.233,2338.350,0.0,4.533,java / 0%,java / 2681458688%
03-12 10:39:58,0.541,0.183,99.233,0.040,0.0,0.003,16351223808.0,455233536.0,18060492800.0,15694082048.0,10998.650,2319.050,0.0,5.683,java / 0%,java / 2681458688%
03-12 10:40:58,0.551,0.189,99.237,0.020,0.0,0.003,16353845248.0,455233536.0,18066608128.0,15685345280.0,11384.933,2740.200,0.0,3.933,java / 0%,java / 2681458688%
03-12 10:41:58,0.532,0.184,99.263,0.018,0.0,0.003,16352563200.0,455233536.0,18072387584.0,15680847872.0,11338.017,2760.317,0.0,3.933,java / 0%,java / 2681458688%
03-12 10:42:58,1.005,0.248,98.695,0.049,0.0,0.003,16352620544.0,455237632.0,18080735232.0,15672438784.0,11103.350,2349.550,0.0,5.017,java / 0%,java / 2681458688%
03-12 10:43:58,0.540,0.182,99.237,0.038,0.0,0.003,16351518720.0,455237632.0,18074431488.0,15679844352.0,11247.383,2716.0,0.0,4.383,java / 0%,java / 2681458688%
03-12 10:44:58,0.541,0.186,99.232,0.038,0.0,0.003,16352321536.0,455237632.0,18080067584.0,15673405440.0,11102.333,2324.667,0.0,5.600,java / 0%,java / 2681458688%
03-12 10:45:58,0.575,0.194,99.189,0.038,0.0,0.004,16351449088.0,455237632.0,18073190400.0,15681155072.0,11230.517,2723.050,0.0,4.483,java / 0%,java / 2681458688%
03-12 10:46:58,0.552,0.190,99.201,0.054,0.0,0.003,16352546816.0,455237632.0,18069925888.0,15683321856.0,11040.683,2287.150,0.0,4.567,java / 0%,java / 2681458688%
03-12 10:47:58,0.536,0.233,99.200,0.028,0.0,0.003,16351887360.0,455237632.0,18075840512.0,15678066688.0,11379.750,2754.283,0.0,3.300,java / 0%,java / 2681458688%
03-12 10:48:58,0.523,0.186,99.257,0.031,0.0,0.003,16353529856.0,455237632.0,18082004992.0,15670259712.0,11015.517,2330.217,0.0,3.617,java / 0%,java / 2681458688%
03-12 10:49:58,0.544,0.190,99.211,0.051,0.0,0.003,16352182272.0,455237632.0,18075414528.0,15678197760.0,11076.667,2291.817,0.0,5.483,java / 0%,java / 2681499648%
03-12 10:50:58,0.550,0.198,99.200,0.049,0.0,0.003,16352915456.0,455237632.0,18081271808.0,15671607296.0,11182.033,2709.350,0.0,4.667,java / 0%,java / 2681458688%
03-12 10:51:58,0.929,0.212,98.721,0.135,0.0,0.003,16351793152.0,455237632.0,18075545600.0,15678455808.0,11660.350,2785.833,0.0,14.300,java / 0%,java / 2681458688%
03-12 10:52:58,1.072,0.242,98.647,0.036,0.0,0.003,16349822976.0,455237632.0,18091020288.0,15664951296.0,11176.850,2666.567,0.0,3.733,java / 0%,java / 2681458688%
03-12 10:53:58,0.517,0.182,99.259,0.038,0.0,0.003,16348590080.0,455241728.0,18096926720.0,15660273664.0,11186.733,2321.517,0.0,4.483,java / 0%,java / 2681466880%
03-12 10:54:58,0.538,0.197,99.225,0.037,0.0,0.003,16351129600.0,455241728.0,18102960128.0,15651700736.0,11110.233,2375.617,0.0,6.0,java / 0%,java / 2681507840%
03-12 10:55:58,0.566,0.187,99.195,0.050,0.0,0.003,16353251328.0,455241728.0,18096398336.0,15656140800.0,11361.817,2746.633,0.0,4.933,java / 0%,java / 2681462784%
03-12 10:56:58,0.518,0.194,99.252,0.033,0.0,0.003,16351772672.0,455241728.0,18102177792.0,15651840000.0,11311.300,2744.733,0.0,2.917,java / 0%,java / 2681507840%
03-12 10:57:58,0.543,0.243,99.174,0.037,0.0,0.003,16351707136.0,455241728.0,18095312896.0,15658770432.0,11099.567,2320.700,0.0,4.217,java / 0%,java / 2681458688%
03-12 10:58:58,0.524,0.182,99.259,0.032,0.0,0.003,16352247808.0,455241728.0,18101080064.0,15652462592.0,11031.633,2337.983,0.0,3.450,java / 0%,java / 2681458688%
03-12 10:59:58,0.509,0.180,99.276,0.031,0.0,0.003,16352419840.0,455245824.0,18106851328.0,15646515200.0,11108.383,2306.850,0.0,5.500,java / 0%,java / 2681458688%
03-12 11:00:58,0.550,0.200,99.210,0.036,0.0,0.003,16352915456.0,455245824.0,18112962560.0,15639908352.0,10683.217,2921.800,0.0,4.167,java / 0%,java / 2681458688%
03-12 11:01:58,0.535,0.190,99.244,0.028,0.0,0.003,16353353728.0,455245824.0,18106425344.0,15646007296.0,11144.900,2295.200,0.0,4.300,java / 0%,java / 2681458688%
03-12 11:02:58,1.527,0.262,98.029,0.177,0.0,0.003,16352706560.0,455245824.0,18119888896.0,15633190912.0,11267.317,2768.817,9.200,12.933,java / 0%,java / 2681458688%
03-12 11:03:58,0.530,0.191,99.238,0.040,0.0,0.002,16349106176.0,455245824.0,18112753664.0,15643926528.0,9743.633,1942.167,0.0,4.467,java / 0%,java / 2681458688%
03-12 11:04:58,0.581,0.194,99.192,0.029,0.0,0.004,16351948800.0,455245824.0,18118914048.0,15634923520.0,11275.350,2753.967,0.0,5.650,java / 0%,java / 2681458688%
03-12 11:05:58,0.532,0.187,99.248,0.029,0.0,0.003,16349741056.0,455249920.0,18124627968.0,15631413248.0,11355.400,2717.050,0.0,4.217,java / 0%,java / 2681458688%
03-12 11:06:58,0.531,0.195,99.239,0.033,0.0,0.003,16351346688.0,455249920.0,18130657280.0,15623778304.0,11567.550,2751.817,0.0,3.867,java / 0%,java / 2681458688%
03-12 11:07:58,0.566,0.239,99.154,0.039,0.0,0.003,16351850496.0,455249920.0,18124279808.0,15629651968.0,10397.583,2698.567,0.0,3.950,java / 0%,java / 2681458688%
03-12 11:08:58,0.536,0.193,99.237,0.031,0.0,0.003,16351883264.0,455249920.0,18130055168.0,15623843840.0,11409.900,2793.150,0.0,3.683,java / 0%,java / 2681458688%
03-12 11:09:58,0.546,0.186,99.225,0.042,0.0,0.002,16352141312.0,455249920.0,18123333632.0,15630307328.0,11062.900,2328.400,0.0,5.817,java / 0%,java / 2681458688%
03-12 11:10:58,0.561,0.201,99.200,0.035,0.0,0.003,16353222656.0,455249920.0,18129313792.0,15623245824.0,11553.867,3168.600,0.0,3.550,java / 0%,java / 2681458688%
03-12 11:11:58,0.526,0.182,99.256,0.032,0.0,0.003,16354070528.0,455249920.0,18135093248.0,15616618496.0,11053.350,2309.350,0.0,3.800,java / 0%,java / 2681458688%
03-12 11:12:58,0.979,0.250,98.727,0.041,0.0,0.003,16352731136.0,455254016.0,18046148608.0,15706898432.0,11098.317,2338.633,0.0,5.250,java / 0%,java / 2681507840%
03-12 11:13:58,0.560,0.186,99.220,0.030,0.0,0.004,16350547968.0,455254016.0,18039619584.0,15715610624.0,11284.683,2778.667,0.0,4.467,java / 0%,java / 2681507840%
03-12 11:14:58,0.532,0.191,99.220,0.054,0.0,0.003,16350294016.0,455254016.0,18045648896.0,15709835264.0,11039.683,2308.483,0.0,5.300,java / 0%,java / 2681507840%
03-12 11:15:58,1.052,0.224,98.600,0.121,0.0,0.003,16349732864.0,455254016.0,18040934400.0,15715110912.0,11450.533,3163.533,0.0,16.017,java / 0%,java / 2681507840%
03-12 11:16:58,0.527,0.195,99.247,0.028,0.0,0.003,16349790208.0,455254016.0,18046959616.0,15709028352.0,11255.100,2353.033,0.0,4.467,java / 0%,java / 2681462784%
03-12 11:17:58,0.537,0.240,99.174,0.046,0.0,0.003,16349515776.0,455254016.0,18052739072.0,15703523328.0,11001.017,2308.083,0.0,3.800,java / 0%,java / 2681462784%
03-12 11:18:58,0.545,0.189,99.239,0.025,0.0,0.003,16353058816.0,455254016.0,18058637312.0,15694082048.0,11139.983,2334.733,0.0,3.383,java / 0%,java / 2681507840%
03-12 11:19:58,0.789,0.204,98.918,0.086,0.0,0.003,16351305728.0,455254016.0,18053341184.0,15701131264.0,11077.0,2351.267,0.0,10.883,java / 0%,java / 2681458688%
03-12 11:20:58,0.540,0.197,99.215,0.045,0.0,0.003,16351436800.0,455254016.0,18059210752.0,15695130624.0,11279.117,2717.483,0.0,4.633,java / 0%,java / 2681458688%
03-12 11:21:58,0.585,0.190,99.186,0.038,0.0,0.002,16353529856.0,455254016.0,18042519552.0,15709728768.0,11312.583,2368.400,0.0,3.950,java / 0%,java / 2681458688%
03-12 11:22:58,1.300,0.264,98.292,0.141,0.0,0.003,16349339648.0,455254016.0,18044538880.0,15711899648.0,11350.733,2740.383,0.0,14.050,java / 0%,java / 2681462784%
03-12 11:23:58,0.519,0.182,99.255,0.040,0.0,0.003,16346775552.0,455258112.0,18050375680.0,15708622848.0,11397.500,2779.133,0.0,5.817,java / 0%,java / 2681462784%
03-12 11:24:58,0.543,0.191,99.220,0.042,0.0,0.003,16348622848.0,455258112.0,18057318400.0,15699832832.0,11182.717,2384.417,0.0,5.400,java / 0%,java / 2681462784%
03-12 11:25:58,0.590,0.193,99.165,0.049,0.0,0.003,16346189824.0,455258112.0,18050744320.0,15708839936.0,11166.067,2714.333,0.0,4.167,java / 0%,java / 2681458688%
03-12 11:26:58,0.519,0.192,99.244,0.041,0.0,0.003,16346640384.0,455258112.0,18056773632.0,15702360064.0,11439.083,2782.350,0.0,5.033,java / 0%,java / 2681454592%
03-12 11:27:58,0.537,0.241,99.183,0.037,0.0,0.002,16345530368.0,455262208.0,18061770752.0,15698468864.0,11179.217,2356.400,0.0,3.917,java / 0%,java / 2681466880%
03-12 11:28:58,0.523,0.187,99.246,0.039,0.0,0.004,16347377664.0,455262208.0,18067664896.0,15690727424.0,10970.450,2305.750,0.0,3.717,java / 0%,java / 2681466880%
03-12 11:29:58,0.537,0.193,99.209,0.058,0.0,0.003,16348262400.0,455262208.0,18060976128.0,15696531456.0,11087.0,2266.867,0.0,4.950,java / 0%,java / 2681466880%
03-12 11:30:58,0.563,0.188,99.201,0.044,0.0,0.004,16348848128.0,455262208.0,18067292160.0,15689629696.0,11453.683,3194.100,0.0,4.550,java / 0%,java / 2681462784%
03-12 11:31:58,0.548,0.191,99.216,0.042,0.0,0.003,16349126656.0,455262208.0,18060922880.0,15695720448.0,11227.400,2344.217,0.0,4.333,java / 0%,java / 2681462784%
03-12 11:32:58,0.975,0.241,98.752,0.030,0.0,0.003,16346570752.0,455262208.0,18076401664.0,15682797568.0,10982.233,2363.267,0.0,3.317,java / 0%,java / 2681462784%
03-12 11:33:58,0.529,0.184,99.228,0.056,0.0,0.003,16347295744.0,455262208.0,18082037760.0,15676436480.0,11112.483,2322.633,0.0,5.033,java / 0%,java / 2681466880%
03-12 11:34:58,0.530,0.190,99.243,0.035,0.0,0.003,16349429760.0,455262208.0,18087952384.0,15668387840.0,11210.167,2767.917,0.0,5.183,java / 0%,java / 2681466880%
03-12 11:35:58,0.566,0.194,99.206,0.031,0.0,0.003,16349818880.0,455266304.0,18081062912.0,15674884096.0,11354.617,2691.733,0.0,4.833,java / 0%,java / 2681466880%
03-12 11:36:58,0.525,0.193,99.236,0.042,0.0,0.003,16347848704.0,455266304.0,18087350272.0,15670566912.0,11297.867,2314.050,0.0,3.050,java / 0%,java / 2681466880%
03-12 11:37:58,0.556,0.237,99.170,0.033,0.0,0.003,16348499968.0,455266304.0,18080817152.0,15676448768.0,11246.383,2345.050,0.0,3.950,java / 0%,java / 2681466880%
03-12 11:38:58,0.528,0.186,99.238,0.045,0.0,0.003,16350019584.0,455270400.0,18086715392.0,15669026816.0,11243.900,2766.283,0.0,3.850,java / 0%,java / 2681466880%
03-12 11:39:58,0.529,0.184,99.247,0.036,0.0,0.004,16348921856.0,455270400.0,18092216320.0,15664623616.0,11115.133,2322.683,0.0,4.467,java / 0%,java / 2681466880%
03-12 11:40:58,0.574,0.193,99.193,0.036,0.0,0.004,16351207424.0,455270400.0,18098348032.0,15656206336.0,11190.850,2714.133,0.0,4.567,java / 0%,java / 2681466880%
03-12 11:41:58,0.544,0.189,99.229,0.036,0.0,0.003,16350937088.0,455270400.0,18091245568.0,15663579136.0,11212.467,2320.617,0.0,4.317,java / 0%,java / 2681466880%
03-12 11:42:58,0.995,0.248,98.716,0.038,0.0,0.003,16350175232.0,455270400.0,18091642880.0,15663943680.0,11009.267,2358.117,0.0,3.650,java / 0%,java / 2681475072%
03-12 11:43:58,0.736,0.200,98.971,0.090,0.0,0.003,16347471872.0,455270400.0,18085806080.0,15672483840.0,10587.667,2268.817,0.0,9.350,java / 0%,java / 2681475072%
03-12 11:44:58,0.522,0.191,99.250,0.033,0.0,0.004,16348180480.0,455270400.0,18092109824.0,15665471488.0,10966.250,2306.050,0.0,5.500,java / 0%,java / 2681475072%
03-12 11:45:58,0.538,0.184,99.239,0.035,0.0,0.003,16348528640.0,455270400.0,18097700864.0,15659532288.0,11535.517,3162.667,0.0,4.350,java / 0%,java / 2681475072%
03-12 11:46:58,0.543,0.194,99.220,0.041,0.0,0.003,16346140672.0,455270400.0,18103214080.0,15656407040.0,11084.433,2383.183,0.0,3.917,java / 0%,java / 2681470976%
03-12 11:47:58,0.551,0.245,99.172,0.029,0.0,0.003,16348708864.0,455278592.0,18096345088.0,15660699648.0,11383.583,2748.917,0.0,3.533,java / 0%,java / 2681470976%
03-12 11:48:58,0.538,0.193,99.222,0.043,0.0,0.003,16348934144.0,455278592.0,18102501376.0,15654318080.0,11031.383,2343.033,0.0,3.800,java / 0%,java / 2681520128%
03-12 11:49:58,0.541,0.190,99.228,0.037,0.0,0.004,16349765632.0,455278592.0,18096181248.0,15659806720.0,11321.633,2760.450,0.0,5.717,java / 0%,java / 2681511936%
03-12 11:50:58,0.560,0.189,99.211,0.036,0.0,0.003,16351207424.0,455278592.0,18102460416.0,15652085760.0,11498.867,3154.467,0.0,4.200,java / 0%,java / 2681520128%
03-12 11:51:58,0.503,0.185,99.264,0.045,0.0,0.003,16349872128.0,455278592.0,18107957248.0,15647924224.0,11556.500,2772.267,0.0,3.833,java / 0%,java / 2681520128%
03-12 11:52:58,0.950,0.247,98.755,0.044,0.0,0.003,16350154752.0,455278592.0,18123427840.0,15632171008.0,11461.767,2770.783,0.0,3.700,java / 0%,java / 2681520128%
03-12 11:53:58,0.540,0.191,99.217,0.047,0.0,0.004,16348966912.0,455278592.0,18116456448.0,15640330240.0,10866.017,2262.467,0.0,4.917,java / 0%,java / 2681520128%
03-12 11:54:58,0.541,0.194,99.217,0.045,0.0,0.003,16348438528.0,455278592.0,18122616832.0,15634698240.0,11184.883,2360.333,0.0,4.783,java / 0%,java / 2681475072%
03-12 11:55:58,0.578,0.195,99.170,0.054,0.0,0.003,16347144192.0,455278592.0,18116210688.0,15642398720.0,10182.083,2337.567,0.0,4.567,java / 0%,java / 2681520128%
03-12 11:56:58,0.525,0.195,99.250,0.026,0.0,0.003,16346558464.0,455278592.0,18122117120.0,15637078016.0,9888.633,2202.633,0.0,4.100,java / 0%,java / 2681520128%
03-12 11:57:58,0.538,0.242,99.183,0.035,0.0,0.003,16345952256.0,455278592.0,18127745024.0,15632056320.0,10993.917,2336.050,0.0,3.633,java / 0%,java / 2681520128%
03-12 11:58:58,0.525,0.193,99.253,0.026,0.0,0.003,16347754496.0,455278592.0,18133389312.0,15624609792.0,11102.300,2310.017,0.0,3.617,java / 0%,java / 2681520128%
03-12 11:59:58,0.792,0.202,98.885,0.118,0.0,0.003,16345526272.0,455282688.0,18128953344.0,15631269888.0,10994.283,2313.367,0.0,10.883,java / 0%,java / 2681520128%
03-12 12:00:58,0.571,0.188,99.193,0.045,0.0,0.003,16348753920.0,455282688.0,18135244800.0,15621750784.0,11324.0,2772.0,0.0,5.200,java / 0%,java / 2681520128%
03-12 12:01:58,0.545,0.187,99.213,0.051,0.0,0.003,16348569600.0,455282688.0,18128986112.0,15628193792.0,11321.400,2750.750,0.0,4.167,java / 0%,java / 2681520128%
03-12 12:02:58,1.360,0.248,98.353,0.036,0.0,0.003,16348237824.0,455282688.0,18131591168.0,15625920512.0,11359.033,2747.550,0.0,5.167,java / 0%,java / 2681524224%
03-12 12:03:58,0.531,0.191,99.240,0.035,0.0,0.002,16346726400.0,455282688.0,18137092096.0,15621931008.0,11292.017,2753.717,0.0,4.333,java / 0%,java / 2681524224%
03-12 12:04:58,0.612,0.194,99.116,0.074,0.0,0.003,16348037120.0,455282688.0,18133770240.0,15623942144.0,11371.100,2764.617,0.0,6.133,java / 0%,java / 2681524224%
03-12 12:05:58,0.572,0.189,99.197,0.036,0.0,0.005,16348205056.0,455282688.0,18126897152.0,15630647296.0,11605.300,3150.350,0.0,4.583,java / 0%,java / 2681479168%
03-12 12:06:58,0.536,0.186,99.242,0.033,0.0,0.002,16348577792.0,455282688.0,18133315584.0,15623856128.0,11362.967,2341.483,0.0,3.617,java / 0%,java / 2681479168%
03-12 12:07:58,0.937,0.261,98.662,0.136,0.0,0.004,16347357184.0,455282688.0,18127499264.0,15630893056.0,11263.183,2361.083,0.0,12.733,java / 0%,java / 2681475072%
03-12 12:08:58,0.527,0.184,99.263,0.024,0.0,0.003,16348037120.0,455282688.0,18133532672.0,15624179712.0,10986.583,2329.133,0.0,3.733,java / 0%,java / 2681475072%
03-12 12:09:58,0.509,0.184,99.241,0.063,0.0,0.003,16348270592.0,455282688.0,18139426816.0,15618052096.0,11427.250,2794.483,0.0,5.450,java / 0%,java / 2681520128%
03-12 12:10:58,0.554,0.192,99.205,0.045,0.0,0.004,16349831168.0,455282688.0,18145058816.0,15610859520.0,11398.650,3164.050,0.0,4.500,java / 0%,java / 2681475072%
03-12 12:11:58,0.551,0.191,99.223,0.033,0.0,0.003,16348471296.0,455282688.0,18138066944.0,15619211264.0,11192.800,2324.633,0.0,3.550,java / 0%,java / 2681475072%
03-12 12:12:58,0.952,0.244,98.758,0.044,0.0,0.003,16346529792.0,455282688.0,18153525248.0,15605694464.0,10998.0,2320.550,0.0,3.900,java / 0%,java / 2681475072%
03-12 12:13:58,0.536,0.191,99.239,0.031,0.0,0.003,16346116096.0,455282688.0,18147004416.0,15612628992.0,11153.983,2316.850,0.0,4.983,java / 0%,java / 2681475072%
03-12 12:14:58,0.536,0.182,99.239,0.040,0.0,0.003,16347344896.0,455282688.0,18153046016.0,15605358592.0,11209.833,2755.333,0.0,5.400,java / 0%,java / 2681475072%
03-12 12:15:58,0.561,0.188,99.219,0.028,0.0,0.004,16347136000.0,455282688.0,18159157248.0,15599456256.0,11356.983,2758.067,0.0,3.950,java / 0%,java / 2681475072%
03-12 12:16:58,0.527,0.192,99.250,0.028,0.0,0.003,16346476544.0,455282688.0,18164666368.0,15594606592.0,11332.917,2736.150,0.0,3.850,java / 0%,java / 2681520128%
03-12 12:17:58,0.561,0.232,99.182,0.022,0.0,0.003,16347320320.0,455282688.0,18157690880.0,15600738304.0,11175.183,2338.733,0.0,4.067,java / 0%,java / 2681520128%
03-12 12:18:58,0.512,0.197,99.257,0.031,0.0,0.003,16350142464.0,455282688.0,18163843072.0,15591763968.0,10965.783,2322.117,0.0,3.750,java / 0%,java / 2681520128%
03-12 12:19:58,0.534,0.187,99.245,0.031,0.0,0.003,16348016640.0,455282688.0,18157346816.0,15600386048.0,11342.967,2767.500,0.0,4.900,java / 0%,java / 2681470976%
03-12 12:20:58,0.555,0.198,99.210,0.033,0.0,0.004,16350560256.0,455282688.0,18163482624.0,15591706624.0,11409.917,3171.450,0.0,4.917,java / 0%,java / 2681470976%
03-12 12:21:58,0.529,0.185,99.258,0.026,0.0,0.003,16348975104.0,455282688.0,18169372672.0,15587401728.0,11645.700,2763.783,0.0,3.950,java / 0%,java / 2681470976%
03-12 12:22:58,1.015,0.251,98.699,0.033,0.0,0.003,16349716480.0,455282688.0,18062032896.0,15694000128.0,11325.033,2758.867,0.0,3.867,java / 0%,java / 2681470976%
03-12 12:23:58,0.790,0.200,98.904,0.103,0.0,0.003,16347373568.0,455282688.0,18056278016.0,15702097920.0,11166.367,2336.417,0.0,12.700,java / 0%,java / 2681470976%
03-12 12:24:58,0.539,0.189,99.231,0.037,0.0,0.003,16347131904.0,455286784.0,18063073280.0,15695540224.0,11106.817,2407.683,0.0,5.833,java / 0%,java / 2681470976%
03-12 12:25:58,0.562,0.191,99.220,0.024,0.0,0.003,16346939392.0,455286784.0,18056499200.0,15702306816.0,11515.583,3101.950,0.0,3.983,java / 0%,java / 2681470976%
03-12 12:26:58,0.542,0.189,99.223,0.043,0.0,0.003,16345366528.0,455286784.0,18062536704.0,15697842176.0,11068.100,2339.583,0.0,3.917,java / 0%,java / 2681470976%
03-12 12:27:58,0.548,0.243,99.170,0.037,0.0,0.003,16346812416.0,455286784.0,18067795968.0,15691137024.0,11244.617,2312.900,0.0,4.050,java / 0%,java / 2681470976%
03-12 12:28:58,0.530,0.189,99.245,0.033,0.0,0.003,16348336128.0,455286784.0,18073169920.0,15684239360.0,11006.983,2329.417,0.0,3.117,java / 0%,java / 2681470976%
03-12 12:29:58,0.542,0.184,99.227,0.045,0.0,0.003,16349216768.0,455286784.0,18066214912.0,15690313728.0,11329.883,2756.467,0.0,5.283,java / 0%,java / 2681470976%
03-12 12:30:58,0.555,0.193,99.211,0.036,0.0,0.003,16348954624.0,455286784.0,18072465408.0,15684325376.0,11538.733,3190.767,0.0,4.633,java / 0%,java / 2681470976%
03-12 12:31:58,0.918,0.206,98.783,0.090,0.0,0.003,16349884416.0,455286784.0,18067927040.0,15687933952.0,10541.500,2270.883,0.0,12.200,java / 0%,java / 2681454592%
03-12 12:32:58,0.977,0.248,98.734,0.038,0.0,0.003,16349134848.0,455286784.0,18076246016.0,15680364544.0,11371.617,2818.917,0.0,4.967,java / 0%,java / 2681462784%
03-12 12:33:58,0.507,0.182,99.274,0.034,0.0,0.003,16345878528.0,455286784.0,18082009088.0,15677857792.0,11011.650,2334.283,0.0,5.067,java / 0%,java / 2681462784%
